time,control_bump_0,control_bump_1,control_drive_0,control_drive_1,control_vision_0,control_vision_1,drive,decoder_driveout,decoder_bumpout,decoder_bumpout-filtered,decoder_vision,decoder_positionout
5.750,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.690;0.318,0.692;-1.171,0.030;-0.057,-0.125;-0.509,0.319;-0.098
5.760,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.746;-0.018,-0.586;-0.355,0.027;-0.122,-0.024;-0.403,0.484;0.029
5.771,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.637;-0.459,-1.055;-0.055,-0.030;-0.666,-0.007;-0.127,0.864;-0.118
5.780,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.790;0.007,-1.186;0.029,-0.115;-0.192,0.027;-0.140,0.754;-0.031
5.791,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.819;-0.069,-1.243;0.065,0.050;0.013,-0.265;-0.249,0.844;0.089
5.800,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.889;0.662,-1.259;0.076,-0.118;0.016,0.204;-0.544,0.488;0.034
5.811,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.605;0.661,-0.234;-0.224,0.220;0.124,-0.086;0.057,0.349;-0.097
5.820,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.808;0.485,0.594;-0.984,-0.032;0.154,-0.244;0.465,0.569;-0.190
5.831,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.549;0.100,0.953;-1.314,0.061;0.610,-0.140;-0.318,0.806;-0.316
5.840,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.553;-0.032,0.669;-0.903,-0.105;-0.327,-0.154;-0.782,0.653;-0.217
5.851,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.487;-0.423,0.210;-0.283,-0.125;-0.054,-0.188;-0.502,0.637;-0.062
5.860,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.218;-0.329,0.081;-0.110,0.069;0.034,-0.327;-0.466,0.701;-0.110
5.871,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.918;0.013,-0.056;-0.776,-0.295;0.756,-0.302;-0.503,0.600;-0.307
5.880,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.080;0.178,-0.031;-0.859,0.049;0.091,0.139;-0.920,0.718;0.312
5.891,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.687;-0.234,1.009;-0.856,0.024;-0.214,0.209;-0.530,1.393;0.511
5.900,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.517;-0.332,1.300;-0.856,0.108;0.095,0.121;-0.944,1.455;0.233
5.911,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.779;0.288,0.982;-0.622,0.061;0.050,0.009;-0.337,0.893;-0.038
5.920,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.995;0.089,0.221;-0.230,-0.022;0.008,-0.040;-0.158,0.430;-0.015
5.931,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.267;-0.288,0.069;-0.072,-0.276;-0.086,-0.329;-0.580,0.706;-0.190
5.940,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.891;0.102,0.027;-0.028,-0.586;0.001,-0.857;-0.320,0.658;0.220
5.951,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.876;0.030,0.008;-0.009,0.034;0.132,-0.312;-0.474,1.408;-0.228
5.960,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.971;0.035,0.198;-0.123,0.293;0.417,0.159;-0.096,0.784;-0.230
5.971,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.778;-0.023,0.558;-0.281,0.340;0.468,-0.031;-0.607,0.348;-0.378
5.980,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.713;-0.042,0.671;-0.011,0.009;0.038,-0.082;-0.756,0.715;-0.126
5.991,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.730;-0.111,-1.119;0.608,0.039;0.563,-0.053;-0.843,0.434;-0.081
6.000,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.801;-0.338,-1.620;0.781,-0.045;0.317,-0.335;-0.983,0.238;-0.085
6.010,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.674;-0.312,-1.033;0.488,0.279;-0.048,-0.417;-1.111,0.628;0.136
6.021,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.297;0.138,-0.035;-0.347,0.433;-0.660,-0.338;-0.809,0.657;0.260
6.030,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.760;0.124,-0.014;-0.251,0.003;-0.007,-0.279;-0.263,0.402;-0.190
6.041,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.636;0.034,-0.005;-0.079,0.223;-0.092,-0.282;-0.381,0.605;-0.321
6.050,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.474;-0.161,-0.002;-0.031,0.181;-0.050,-0.203;-0.452,0.584;-0.051
6.061,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.586;-0.272,-0.001;-0.010,0.241;-0.076,-0.064;-0.142,0.604;0.092
6.070,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.648;-0.377,-0.000;-0.004,0.237;-0.185,-0.156;-0.242,0.815;-0.014
6.081,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.078;-0.067,-0.000;-0.001,-0.110;-0.070,-0.330;-0.350,0.604;-0.004
6.090,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.284;-0.231,-0.013;-0.122,0.324;-0.086,-0.243;-0.838,0.666;-0.090
6.101,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.312;-0.165,-0.095;-0.869,-0.085;-0.150,0.161;-0.735,0.855;-0.226
6.110,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.788;0.096,0.061;0.054,-0.046;-0.141,-0.127;-0.811,0.606;-0.134
6.121,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.381;0.093,-0.599;-0.158,0.203;-0.049,0.007;-0.718,0.787;0.214
6.130,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.400;-0.185,-0.773;-0.302,-0.116;0.158,-0.340;-0.610,1.077;-0.110
6.141,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.381;-0.071,0.047;0.203,0.235;0.202,-0.175;-1.008,0.475;-0.719
6.150,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.052;-0.263,0.237;0.384,-0.119;0.245,-0.281;-0.948,0.472;-0.445
6.161,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.871;0.329,0.219;0.563,-0.073;0.248,-0.189;-0.834,0.704;-0.213
6.170,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.928;0.189,0.214;0.613,-0.179;0.279,-0.435;-0.961,0.746;0.183
6.181,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.813;0.046,1.141;0.390,0.373;0.110,-0.536;-0.918,0.678;0.046
6.190,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.624;0.194,0.366;-0.743,0.272;0.036,0.042;-0.606,0.242;-0.240
6.201,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.495;0.214,0.072;-0.495,-0.160;0.520,-0.070;-0.619,0.535;-0.064
6.210,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.397;-0.025,0.028;-0.192,-0.004;0.621,0.070;-0.702,0.585;-0.147
6.221,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.530;-0.005,0.510;1.328,0.033;0.755,0.611;-0.874,1.061;-0.110
6.230,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.495;-0.076,0.546;1.492,0.163;0.886,0.413;-0.527,0.838;-0.181
6.241,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.882;0.215,0.281;1.752,-0.314;0.079,0.185;-0.249,1.024;-0.153
6.250,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.169;0.139,0.139;1.109,-0.521;-0.117,-0.048;-0.409,0.812;-0.312
6.260,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.925;0.086,0.371;1.101,-0.180;-0.093,0.427;-0.184,1.667;-0.553
6.271,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.805;0.170,0.588;1.391,-0.331;0.211,0.528;-0.197,1.279;-0.316
6.280,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.067;-0.327,0.649;1.472,0.225;0.206,0.556;-0.201,1.171;-0.148
6.291,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.155;-0.574,0.014;0.900,-0.023;-0.889,0.303;-0.302,1.023;-0.198
6.300,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.060;0.129,-0.277;0.732,-0.201;-0.357,0.011;-0.747,0.482;-0.061
6.311,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.294;0.631,-0.278;0.489,-0.336;-0.583,-0.168;-1.253,0.661;-0.062
6.320,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.158;0.434,-0.108;0.189,-0.740;-0.262,0.007;-1.132,0.573;-0.122
6.331,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.816;0.150,-0.034;0.059,-0.262;-0.039,0.094;-1.207,0.416;0.088
6.340,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.626;-0.046,0.119;-0.094,-0.386;0.381,0.060;-0.491,0.232;0.281
6.351,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.387;-0.178,0.300;-0.263,0.090;-0.220,-0.172;-0.516,0.488;0.076
6.360,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.484;-0.301,0.351;-0.310,-0.108;0.120,-0.066;-0.200,0.716;-0.052
6.371,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.009;-0.324,0.373;-0.330,-0.151;-0.016,-0.021;-0.063,1.316;-0.394
6.380,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.878;-0.069,0.379;-0.336,-0.260;0.607,-0.179;-0.157,1.200;-0.833
6.391,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.834;-0.368,0.842;-0.410,-0.024;0.273,-0.069;-0.409,1.191;-0.169
6.400,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.630;-0.276,1.102;-0.451,-0.060;0.299,0.036;-0.139,0.933;-0.299
6.411,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.809;-0.017,0.630;-0.022,-0.286;0.007,0.159;0.127,0.840;-0.107
6.420,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.882;-0.016,-0.255;-0.207,-0.277;-0.120,0.202;0.151,1.735;-0.202
6.431,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,1.044;0.065,-0.817;-0.325,0.089;-0.247,-0.170;0.359,0.888;0.045
6.440,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.827;-0.061,-0.374;-0.381,0.067;0.417,-0.624;0.174,1.117;0.080
6.451,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.856;0.016,0.665;-0.439,0.257;0.373,-0.269;-0.129,0.867;-0.259
6.460,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.944;0.138,0.956;-0.455,-0.016;0.368,0.006;0.270,1.141;0.227
6.471,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.920;-0.190,0.988;-0.433,-0.556;0.422,0.222;0.245,1.273;-0.016
6.480,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.537;-0.303,0.400;-0.184,-0.157;0.052,0.074;-0.039,0.506;-0.336
6.491,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.489;-0.064,0.126;-0.058,-0.049;0.016,-0.077;-0.179,0.929;0.003
6.500,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.792;-0.010,0.289;0.235,0.157;0.165,-0.326;0.105,0.765;-0.044
6.510,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.898;0.124,0.482;0.492,-0.283;0.368,-0.256;-0.136,0.809;0.013
6.521,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.903;0.434,0.553;0.586,-0.192;0.274,-0.086;0.037,1.254;0.218
6.530,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.766;0.611,0.573;0.612,-0.005;0.345,-0.048;-0.013,1.103;-0.183
6.541,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.707;0.688,0.582;0.624,0.074;-0.012,0.081;-0.366,0.848;-0.390
6.550,0.000,0.000,1.000,-0.000,0.000,0.000,0.000;0.000,0.690;0.709,-0.156;0.222,-0.180;-0.274,0.134;-0.525,0.755;-0.156
6.561,0.000,0.000,0.900,-0.000,0.000,0.000,0.000;0.000,0.683;0.718,0.082;-0.051,0.042;-0.098,0.015;0.143,0.720;-0.042
6.570,0.000,0.000,0.349,-0.000,0.000,0.000,0.000;0.000,0.629;0.317,0.212;0.038,-0.134;-0.216,-0.206;0.709,1.222;-0.113
6.581,0.000,0.000,0.109,-0.000,0.000,0.000,0.000;0.000,0.310;0.329,0.248;0.000,-0.595;-0.944,-0.070;0.379,0.627;-0.025
6.590,0.000,0.000,0.042,-0.000,0.000,0.000,0.000;0.000,0.915;0.089,0.096;0.000,-0.140;-0.764,-0.027;0.147,0.778;0.083
6.601,0.000,0.000,0.013,-0.000,0.000,0.000,0.000;0.000,1.521;-0.366,-0.294;0.333,-0.273;0.158,0.064;0.468,1.187;0.001
6.610,0.000,0.000,0.005,-0.000,0.000,0.000,0.000;0.000,0.940;0.078,-0.537;0.565,-0.106;0.061,0.075;0.636,1.032;-0.174
6.621,0.000,0.000,0.002,-0.000,0.000,0.000,0.000;0.000,1.178;0.517,-0.567;0.601,0.038;0.030,-0.420;-0.102,0.615;0.156
6.630,0.000,0.000,0.001,-0.000,0.000,0.000,0.000;0.000,0.882;0.208,0.034;0.083,-0.180;-0.052,-0.613;-0.396,0.696;0.158
6.641,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,0.464;-0.162,0.142;-0.094,-0.173;0.020,-0.272;-0.574,0.979;0.223
6.650,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,0.489;-0.125,0.172;-0.144,-0.224;0.222,-0.059;0.250,0.895;0.170
6.661,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,0.550;-0.624,0.185;-0.166,-0.148;-0.112,-0.334;-0.357,0.898;0.057
6.670,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,1.103;-0.347,0.189;-0.172,-0.076;-0.062,-0.247;-0.205,0.817;-0.164
6.681,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,0.770;-0.079,1.644;-1.137,-0.092;-0.043,-0.153;0.145,0.819;0.088
6.690,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,0.337;0.299,1.233;-0.381,-0.529;0.302,-0.126;0.243,0.716;-0.050
6.701,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,0.560;0.550,2.018;-1.892,-0.464;0.891,-0.210;0.329,0.452;-0.285
6.710,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,0.219;0.041,1.988;-1.604,-0.260;0.031,-0.505;0.396,0.794;0.282
6.721,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,-0.274;-0.150,1.628;-1.089,-0.546;-0.210,-0.441;-0.084,0.882;0.265
6.730,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,-0.179;-0.159,1.461;-0.970,-0.361;-0.988,-0.362;-0.059,0.842;0.077
6.741,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,-0.521;0.026,1.389;-0.918,-0.113;-0.310,-0.314;0.008,0.842;-0.595
6.750,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,-0.459;0.115,0.861;-0.614,-0.187;-0.129,-0.339;-0.033,0.632;-0.250
6.760,0.000,0.000,0.000,-0.000,0.000,0.000,0.000;0.000,-0.448;-0.002,0.583;-0.535,-0.137;-0.670,-0.350;-0.050,0.982;-0.218
6.771,0.000,0.000,-0.651,-0.000,0.000,0.000,0.000;0.000,0.280;-0.321,0.453;-0.793,0.173;0.124,-0.216;-0.339,1.583;0.057
6.780,0.000,0.000,-0.865,-0.000,0.000,0.000,0.000;0.000,0.141;-0.425,0.465;-0.796,-0.306;-0.059,-0.070;-0.416,1.376;0.288
6.791,0.000,0.000,-0.958,-0.000,0.000,0.000,0.000;0.000,0.367;0.391,0.470;-0.796,-0.196;0.040,-0.053;0.018,0.718;-0.472
6.800,0.000,0.000,-0.984,-0.000,0.000,0.000,0.000;0.000,0.239;0.489,1.564;-1.618,-0.162;-0.542,-0.106;-0.070,0.826;-0.391
6.811,0.000,0.000,-0.995,-0.000,0.000,0.000,0.000;0.000,-0.128;0.140,2.225;-0.119,-0.014;-0.253,-0.062;-0.297,0.870;-0.274
6.820,0.000,0.000,-0.998,-0.000,0.000,0.000,0.000;0.000,-0.775;0.267,2.410;0.301,-0.274;-0.439,-0.266;-0.320,1.020;-0.016
6.831,0.000,0.000,-0.999,-0.000,0.000,0.000,0.000;0.000,-0.253;-0.013,1.770;0.001,-0.341;-0.314,0.016;-0.203,1.112;-0.059
6.840,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,0.363;0.321,0.604;-0.741,-0.309;0.193,-0.145;-0.333,1.134;0.145
6.851,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,0.091;0.094,2.197;-0.858,-0.164;-0.086,-0.396;-0.102,0.820;-0.250
6.860,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.379;-0.098,2.472;-0.733,0.089;-0.281,-0.517;0.190,0.776;-0.084
6.871,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.469;-0.221,0.878;-1.172,-0.254;-0.468,-0.570;0.317,0.600;-0.554
6.880,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.462;-0.389,0.671;-0.497,-0.142;-0.625,-0.517;0.274,0.702;0.023
6.891,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.472;-0.596,0.393;-0.034,-0.098;-0.560,-0.299;0.071,0.436;-0.148
6.900,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.216;-0.697,0.344;-0.265,0.246;-0.074,-0.052;-0.016,0.424;-0.125
6.911,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.502;-0.181,-0.176;-0.518,0.537;-0.495,-0.114;-0.213,0.640;-0.039
6.920,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.518;0.033,-0.080;-0.757,0.694;0.210,-0.261;-0.368,0.833;-0.190
6.931,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.981;-0.020,0.468;-0.975,0.329;-0.322,-0.030;-0.210,0.546;0.110
6.940,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.032;0.184,0.622;-1.036,0.597;-0.052,-0.150;-0.189,0.282;0.127
6.951,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.701;-0.065,0.843;-0.299,0.298;-0.821,0.053;0.140,0.712;0.108
6.960,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.540;-0.305,1.006;0.155,0.100;1.186,0.237;0.368,0.378;0.011
6.971,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.763;0.106,1.307;0.877,0.101;0.289,0.667;0.574,0.096;0.082
6.980,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.786;0.357,1.392;1.079,0.117;0.240,0.542;0.422,0.024;0.015
6.991,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.270;0.368,1.317;0.913,0.305;0.053,0.269;0.044,0.240;0.017
7.000,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.251;0.351,2.013;0.336,0.118;0.021,0.103;0.251,0.217;-0.101
7.010,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.429;0.306,2.363;0.069,0.225;-0.369,0.036;0.088,0.176;-0.217
7.021,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.523;-0.044,1.948;-0.088,0.021;-0.617,-0.061;0.230,0.211;-0.253
7.030,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.545;-0.687,1.894;-0.070,0.199;-0.405,-0.201;0.169,0.162;0.001
7.041,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.238;-0.261,1.870;-0.062,0.058;-0.634,-0.322;0.327,0.491;-0.241
7.050,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.992;-0.269,1.864;-0.060,0.298;-0.412,-0.213;0.137,0.299;-0.285
7.061,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.573;-0.447,1.861;-0.059,0.562;-0.256,0.255;-0.321,0.360;-0.076
7.070,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.954;-0.121,1.860;-0.059,0.107;-0.363,0.386;-0.450,0.128;-0.104
7.081,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.554;0.210,1.860;-0.059,0.143;-0.081,0.198;-0.229,0.184;-0.423
7.090,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.503;0.288,1.859;-0.059,0.150;0.020,0.152;-0.073,0.120;-0.212
7.101,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.771;-0.073,1.859;-0.059,0.662;0.178,-0.146;-0.056,0.026;-0.040
7.110,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.892;0.073,1.826;-0.020,0.997;-0.565,0.032;0.207,0.271;0.201
7.121,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.282;0.055,1.621;0.219,0.797;-1.076,-0.155;-0.032,0.184;0.075
7.130,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.943;0.264,1.449;0.009,0.288;-0.628,-0.109;0.278,0.266;0.154
7.141,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.176;0.042,0.934;-0.193,0.186;-0.187,-0.185;0.046,0.710;0.189
7.150,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.448;0.426,0.362;-0.075,0.476;-0.031,0.030;0.188,0.358;-0.111
7.161,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.817;0.243,1.342;-1.046,0.044;-0.866,0.278;0.539,0.019;-0.319
7.170,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.864;-0.188,1.393;-0.584,0.413;-0.819,0.347;0.637,0.561;-0.080
7.181,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.660;-0.262,1.563;-0.381,0.401;-0.458,0.377;0.680,0.355;-0.132
7.190,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.056;-0.255,1.397;0.004,0.793;-0.428,0.385;0.692,0.225;-0.088
7.201,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.578;-0.105,1.176;0.245,0.640;0.036,-0.152;0.485,0.399;-0.048
7.210,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.636;-0.222,0.934;0.375,0.342;0.003,-0.229;0.434,0.111;0.063
7.221,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.935;0.100,1.315;-0.143,-0.026;-1.112,-0.262;0.412,0.219;-0.175
7.230,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.714;-0.003,1.716;-0.634,0.222;-0.320,-0.262;0.445,0.146;0.195
7.241,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.555;-0.112,1.425;-0.532,0.263;-0.106,-0.069;-0.057,0.985;0.687
7.250,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.523;-0.114,0.930;-0.223,0.102;-0.041,-0.034;-0.037,0.232;0.084
7.260,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.111;-0.284,1.326;-0.502,0.099;-0.406,-0.052;0.159,0.357;-0.367
7.271,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.233;-0.333,1.621;-0.315,0.236;-0.190,-0.097;0.263,0.454;-0.249
7.280,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,0.012;-0.347,1.568;0.065,0.347;-0.138,-0.425;0.286,-0.004;0.001
7.291,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,0.102;-0.317,2.118;-0.031,0.351;-0.035,0.086;-0.081,0.117;-0.171
7.300,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.329;-0.428,2.364;0.012,0.783;0.035,0.227;-0.201,0.421;-0.464
7.311,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.985;-0.408,1.247;-1.137,0.889;-0.444,0.311;-0.484,0.264;-0.513
7.320,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.255;-0.419,0.710;-1.673,0.702;-0.499,0.567;-0.161,0.554;0.013
7.331,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.056;0.130,0.478;-1.905,0.884;-1.139,-0.662;0.058,0.845;0.514
7.340,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.589;0.150,0.220;-0.870,0.682;-0.433,-0.630;0.051,0.817;0.527
7.351,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.429;0.254,0.457;-1.038,0.525;0.060,-0.221;0.296,0.120;-0.204
7.360,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.521;0.289,1.371;-1.505,0.312;-0.282,0.070;0.364,0.344;-0.261
7.371,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.758;0.495,1.316;-0.418,0.146;-0.137,-0.029;-0.191,0.161;-0.055
7.380,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-1.062;0.280,1.251;0.025,1.327;-0.166,-0.355;0.160,0.156;-0.156
7.391,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.769;0.008,1.380;-0.475,0.523;-0.786,-0.672;0.318,-0.162;0.092
7.400,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.816;0.108,1.251;-0.711,0.982;-1.496,-0.530;0.241,0.457;0.021
7.411,0.000,0.000,-1.000,-0.000,0.000,0.000,0.000;0.000,-0.623;0.286,0.693;-0.028,0.747;-1.282,-0.428;0.215,0.140;0.330
7.420,0.000,0.000,-0.957,-0.000,0.000,0.000,0.000;0.000,-0.541;0.101,0.602;-0.237,0.357;-0.605,-0.579;0.253,0.388;0.017
7.431,0.000,0.000,-0.986,-0.000,0.000,0.000,0.000;0.000,-0.589;-0.119,0.728;-1.329,0.604;-0.357,-0.395;-0.060,0.081;0.067
